Sample	Region	Sex	Platform	Population	PC1	PC2	PC3	PC4	PC5	Longitude-E	Latitude-N	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
user3596	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.0065718	-0.012661	-0.00150599	-0.0070584	0.000176694	0	0	-0.00116465	-0.00641618	0.0104776	-0.00246564	-0.000893691	0.0018472	-0.000886847	-0.000681884	0.00216309	-0.000122791	-0.00070874	-0.000563952	1.69E-05	0.000318438	0.000951449
user3597	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.0067051	-0.0119438	-0.00205581	-0.00721101	5.88E-05	0	0	-0.000716181	-0.00573659	0.0086255	-0.00152389	-9.75E-05	0.00481365	0.000779457	0.00106073	0.00159169	0.000226666	3.78E-05	-4.96E-05	-0.000187552	-2.73E-05	0.00028873
user3598	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.0068375	-0.0128706	-0.00265569	-0.00894681	6.63E-06	0	0	-0.00147069	-0.00760506	0.0121229	-0.00215517	-0.000282725	0.00690932	0.000358858	0.000183504	0.00255011	0.00094641	-0.000485867	-0.000308747	0.000580526	0.000521286	4.36E-05
user3600	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00665736	-0.0131828	-0.00206649	-0.00669352	-9.09E-05	0	0	-9.44E-05	-0.00445537	0.00556554	-0.00114685	-0.000186119	0.00275039	0.00057707	0.00144795	0.00129208	-0.000650754	-0.000360361	0.000329192	-0.00011103	-0.000943574	-0.000129868
user3605	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00660184	-0.0123437	-0.00163276	-0.00810999	0.00056213	0	0	-0.00062603	-0.00386889	0.00502799	-0.000654957	-5.47E-05	0.00565065	0.000495425	0.000484082	0.000651132	-0.000261203	0.00147708	1.79E-05	0.000150529	-0.00186756	0.000420764
user3609	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00681725	-0.0126622	-0.0027394	-0.00913692	0.000713089	0	0	-0.000897025	-0.00691931	0.0103507	-0.00232769	-0.000636255	0.0045796	0.000472752	0.00106804	0.0011009	0.000344917	-0.000870824	-0.00193869	0.0015884	0.00168121	0.00106266
user3610	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00102635	0.00405843	-0.0287969	0.010997	-0.00205575	0	0	-0.00392194	-1.46E-05	-0.00620054	0.00427337	0.00426462	0.00921308	0.00396281	0.0019127	0.00327586	-0.00544788	-0.00104525	-0.00426644	-0.00169588	0.000328398	0.000272817
user3611	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00683467	-0.0129268	-0.00369261	-0.00837279	-0.000441151	0	0	-0.00124598	-0.00578166	0.00844355	-0.0015281	2.40E-06	0.0038445	0.0009817	0.00106977	0.00164109	-6.44E-05	-0.000620382	-0.000285727	-0.000810999	0.000877051	-0.000170626
user3615	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00603597	-0.00874031	0.00528031	0.00502633	-0.000278906	0	0	0.000456883	0.00855922	-0.0156985	0.00409572	-0.000330526	-0.0108894	0.00118962	0.00239266	-0.00511236	0.000877238	0.0010419	0.00100578	-0.000303439	-0.00325506	-0.000361603
user3617	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00626323	-0.0128052	-0.00244503	-0.00746092	-0.00059451	0	0	-0.00107314	-0.00365945	0.00444846	-0.000903058	-0.000535212	0.00404235	0.00180299	0.00170082	0.00299465	4.62E-05	2.78E-05	-0.000490803	-4.29E-06	0.000347825	0.000927835
user3618	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00674689	-0.0121321	-0.00140199	-0.00820569	-0.000478699	0	0	-0.000242714	-0.00284968	0.00427836	-0.00140689	0.00158987	0.00217835	-0.00207183	-0.00262879	0.000198554	-0.000121202	0.000683049	0.000389891	-0.000903758	0.00037556	-0.000222723
user3620	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00655765	-0.00924762	-0.00708587	-0.00451372	-0.000250241	0	0	-0.000119256	-0.00314616	0.003815	-0.000648027	0.000666082	0.00300307	0.00099491	0.000422657	0.000824422	-4.67E-05	-4.74E-05	0.000436553	0.000275859	0.000701036	0.000766957
user3622	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00672631	-0.0126237	-0.00312107	-0.00851648	-0.000155838	0	0	-0.00161743	-0.00639506	0.00974401	-0.00179646	-0.000452887	0.00486424	-0.000436398	-0.000537082	0.00220771	0.000202512	-0.000414839	0.00011744	-0.000821242	0.00097645	0.000883853
user3623	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00683779	-0.011805	-0.00283604	-0.00868055	2.10E-07	0	0	-0.00125176	-0.00537156	0.0075974	-0.000786197	0.000602068	0.00577364	0.00156219	0.000669153	0.00151935	-0.000173934	-3.12E-05	-0.000627294	-0.00151072	0.000514802	-0.000889499
user3625	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.0066204	-0.0131856	-0.00308758	-0.00913665	-5.03E-05	0	0	-0.00102014	-0.00545701	0.0103702	-0.00217545	-7.16E-05	0.00386769	0.00154926	0.00215594	0.00114451	4.37E-05	-0.000413659	-0.000424196	-0.000515332	-3.31E-05	0.000628975
user3638	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00670701	-0.012819	-0.00220064	-0.00762428	0.00021817	0	0	-0.00127327	-0.00483249	0.00797619	-0.00151114	-0.000352039	0.00445885	0.00032643	0.000166504	0.00166963	0.000196001	0.000171617	0.000112973	-0.00114716	-0.000321595	0.000301187
user3639	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00682001	-0.0127273	-0.00296167	-0.00811926	0.000345439	0	0	-0.000759004	-0.00473535	0.00742312	-0.00179066	-6.39E-05	0.00503661	0.000733357	1.60E-05	0.00160283	1.05E-05	-0.00108637	-0.00094758	0.000740958	0.000387866	-0.000221393
user3640	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.000199597	-0.0106518	0.00117176	-0.00415115	-0.00455991	0	0	0.00870648	0.029587	-0.0377723	0.0040787	-0.00159345	-0.00781209	-0.00781165	-0.00560183	0.00323647	-0.00424679	0.00206523	-0.00149841	0.00343893	0.0013792	0.000603438
user3642	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00688527	-0.0124809	-0.00276063	-0.00752767	0.000134693	0	0	-0.000937345	-0.00551409	0.00859429	-0.00123259	0.000619022	0.00394175	0.000646874	0.00109688	0.00149714	0.000464595	0.00018007	-0.000288035	0.000223158	7.59E-05	0.000667843
user3643	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00671655	-0.0128674	-0.00253563	-0.00830435	-0.000263961	0	0	-0.000789058	-0.00412696	0.0071414	-0.000922434	0.000139729	0.00464713	0.00143376	0.000123715	0.00102563	8.01E-05	-0.000476602	-0.000139609	-0.000368066	-0.000896012	0.000202527
user3644	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00686673	-0.0119816	-0.00238617	-0.00823347	-0.000364708	0	0	-0.00141696	-0.00422539	0.00707146	-0.000354576	0.00132805	0.00347089	-0.00079237	-0.00038499	0.000589989	0.000721572	0.000958466	-0.00249292	-0.000192873	0.00020244	0.000390316
user3647	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00657676	-0.0116029	-0.0015318	-0.00604566	0.000147289	0	0	-0.000464809	-0.00154575	0.00211485	-0.000814417	-0.000204679	0.00204751	-0.000553835	0.000167836	-8.25E-05	0.00096691	-0.00047931	-0.000481021	-0.00100714	0.000431531	-0.000320195
user3651	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00667001	-0.0127202	-0.00183626	-0.00876539	-9.26E-05	0	0	-0.000641037	-0.00441826	0.00689831	-0.0011805	-0.000234401	0.00518239	0.00136171	0.00164794	0.00104382	-0.000184706	-3.07E-05	0.000134082	-0.00103207	-0.000409378	0.00114372
user3653	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00517214	0.00225503	-0.0278007	0.0099413	-0.000458043	0	0	0.000818261	0.00486249	-0.00721732	0.000392481	0.000745299	0.00343213	-0.000114642	0.00178117	-0.000493953	-0.00126318	-0.000472732	0.00152638	7.33E-05	0.00026563	0.000791062
user3654	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00346387	-0.00410756	-0.00576964	-0.00474809	-0.00163145	0	0	-0.0004891	-0.000992394	0.000298761	-0.00146509	-0.00110893	0.00951549	0.00209362	0.00184894	0.0017066	-0.0015169	0.00323249	-0.00220904	-0.000292481	0.00419257	-0.00116663
user3655	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00607783	-0.012978	-0.00211828	-0.00816034	-0.00030596	0	0	0.000665261	-0.0024905	0.00436429	0.000762627	-9.04E-06	0.00378528	0.00133113	0.00365133	0.000596673	-0.00079748	0.000144231	-0.00120092	0.0010758	0.00126534	-0.000321471
user3657	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00678227	-0.0126464	-0.00295606	-0.00827073	0.000364388	0	0	-0.00133329	-0.00605982	0.00912618	-0.00267676	-0.000238337	0.00299218	0.00121369	0.00113453	0.00107009	-0.000928926	0.000288153	0.000630685	0.000149514	0.0014147	0.000288932
user3658	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00648336	0.0268355	0.00472636	-0.0142494	-0.00105588	0	0	7.77E-05	0.000336921	-0.00115968	-9.62E-05	-0.000787862	-0.004546	0.00143039	0.00138499	0.000215501	-0.000128154	0.000208215	-0.000579404	0.000216539	0.000553	-0.000882547
user3662	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.0061915	0.0176397	0.00809757	-0.011398	-0.000456097	0	0	0.000779503	0.000941875	-0.00433075	0.00193755	0.00210525	0.0238541	-0.00354855	-0.00510733	-0.000264057	-0.00113654	-0.000503556	-0.000670292	-0.00071911	-0.000417899	-0.000442935
user3663	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00668587	-0.0127327	-0.00240165	-0.00819441	0.000188008	0	0	-0.00099427	-0.00421934	0.00570716	-0.00110175	-0.000284067	0.00533436	0.00113576	0.000583201	0.0013175	-2.66E-05	-0.000419749	0.000414769	-0.000617303	-0.000315251	0.000373728
user3664	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00657738	-0.0123802	-0.00267374	-0.00765324	0.000244736	0	0	7.19E-05	-0.00257333	0.00550659	-0.000541953	-0.000380337	0.00396632	0.000427248	0.00143964	0.000881508	5.39E-05	-0.000635935	-0.000722082	-0.000141357	0.000324127	0.000778344
user3665	Eurasia-SW	Unknown	OpenSNP/23andme	Ashkenazi_Jew	-0.00562142	-0.0111585	0.00274018	-0.00432116	-0.00161815	24	50	0.00191573	0.0110582	-0.0164667	0.00333151	8.45E-05	-0.00714419	-0.00015385	-0.00297497	-0.00357506	-0.00119303	-0.000358245	0.000145098	0.000136614	-0.00190334	-0.00119236
user3666	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00652703	-0.0124369	-0.00343196	-0.00921973	6.37E-05	0	0	-0.000840213	-0.00604558	0.0107166	-0.000917986	0.000583839	0.00607208	0.00188203	0.00255287	0.00269293	-0.00103664	0.00128107	0.000919215	0.00167253	0.00116556	0.000619305
user3667	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00662357	-0.0131171	-0.00226366	-0.00674139	-5.43E-05	0	0	-0.000722788	-0.00394246	0.00524878	-0.000747268	-0.000288356	0.0047546	0.00127434	0.00146171	0.00142623	6.90E-05	-2.15E-05	-0.000229851	-7.60E-05	-0.000295492	8.86E-06
user3668	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00672089	-0.0121685	-0.00215236	-0.00749122	0.000301434	0	0	-0.00187688	-0.00709062	0.0122193	-0.00289063	-0.00066622	0.00415819	0.000354593	-2.29E-05	0.002501	0.000619799	0.000141746	-0.00050035	-6.41E-05	0.000241563	0.000453544
user3669	Unknown	Unknown	OpenSNP/23andme	OPENSNP	0.0271048	-0.000669393	-0.00276617	-0.00385004	0.00671978	0	0	-0.00911778	-0.0163062	-0.00538459	0.00304607	-0.00775486	0.000272568	-0.00468013	0.00793251	-0.00455991	0.0371335	-0.0675412	0.000428029	-0.0203665	0.116118	-0.0633913
user3670	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.0067734	-0.0126271	-0.00229525	-0.00865283	0.000102032	0	0	-0.00151592	-0.00676139	0.0110438	-0.00239495	0.000551509	0.00514076	0.000184642	0.00109536	0.00345405	-0.000322699	0.000182943	-0.000450572	0.000245782	0.000950613	0.000622964
user3673	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00686953	-0.0130449	-0.00277977	-0.00840589	0.000301822	0	0	-0.0015018	-0.00626787	0.00919582	-0.00226241	-0.00061561	0.0056027	0.00145451	0.00164013	0.00170739	-3.13E-05	-0.000112822	-0.000826168	-0.000818747	0.000157985	0.000230891
user3675	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00613768	0.0258424	0.00860021	-0.0140845	-0.00136656	0	0	0.000433371	0.000987122	-0.00410107	0.00270002	0.00124455	0.0160578	0.00656201	0.00807772	0.000899372	0.00033593	-0.000126975	-1.27E-05	-0.000792031	0.000633528	0.00051076
user3676	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00615722	-0.00443254	0.00820996	0.0103583	0.00282577	0	0	-0.00219505	-0.0045952	0.00738825	-0.00334826	-0.00036723	0.00359396	0.00223916	0.00398862	0.00213084	0.000219299	-0.000302885	0.000665354	-0.000210571	-0.000461404	0.000747671
user3677	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00669317	-0.0125319	-0.00286738	-0.00879481	-0.000130471	0	0	-0.00109521	-0.00501653	0.0080352	-0.00152086	0.000372188	0.00418969	0.00149577	0.00178992	0.00170292	0.000282144	-0.00190677	-0.00029055	-0.000607127	-0.000362574	0.000651274
user3678	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00671958	-0.00480298	-0.00176828	-0.00557263	0.000509248	0	0	-0.00199092	-0.00726029	0.0138109	-0.00388035	-0.00102826	-0.00597429	-0.00157836	-0.00275324	0.00172439	-0.00032775	0.000259586	0.000855529	0.000177377	0.000277254	0.00139433
user3679	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00557577	-0.00866924	-0.00684663	-0.00145274	0.000142431	0	0	-0.00107096	0.000388787	-0.00380652	0.0009221	0.000221129	0.00249871	0.00128953	0.00252337	-0.000463416	0.000603228	0.000307346	0.00113296	-0.000567904	0.000620103	-0.000343627
user3680	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00654776	-0.0132972	-0.00227293	-0.00821758	8.15E-05	0	0	-0.00113288	-0.00493857	0.00831924	-0.00136704	0.000711034	0.00437642	0.00134357	0.00223473	0.00179143	-0.000494642	-0.00112238	-0.000349072	0.00155142	3.87E-06	0.000672985
user3682	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00677818	-0.0127645	-0.0014486	-0.00781908	0.000598865	0	0	-1.65E-05	-0.003786	0.00497524	-0.00026004	-0.000478817	0.00117449	0.000952319	0.00103951	0.000349759	-0.000144669	0.000117489	0.000756318	6.27E-05	0.000215647	-0.00028704
user3683	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00700312	-0.0123528	-0.00221065	-0.00802315	0.000465511	0	0	-0.00101879	-0.00494299	0.00748609	-0.0018422	0.000671619	0.00421528	0.000605742	0.000175388	0.00163613	-0.000181825	-0.000322407	-0.000798165	-0.000224555	-9.47E-05	0.000309332
user3687	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00522722	-0.00708575	-0.0100618	0.000220716	-0.000175508	0	0	0.000808873	0.000513845	-0.000743021	0.000236217	-0.000562455	0.00482993	0.00256048	0.00235619	0.000778246	-0.000663263	0.000187915	-0.00145347	-7.20E-05	0.00110045	0.00154802
user3689	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00687482	-0.0129088	-0.00125171	-0.00964031	3.05E-05	0	0	-0.00202163	-0.00684557	0.0104212	-0.00138745	0.000114989	0.00709143	0.0010203	0.000821918	0.00161371	-0.000825995	-0.000529204	-0.00130709	0.000801018	0.0011567	0.00173772
user3690	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00695238	-0.0106125	-0.00338156	-0.00718578	9.66E-05	0	0	-0.0018043	-0.00657815	0.0118	-0.00291368	-0.000302617	-0.00117256	-0.00121203	-0.00100705	0.00154528	0.000745133	-0.000634614	0.000161123	-0.000204614	-0.000216105	0.000895836
user3695	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00690409	-0.0125523	-0.00312637	-0.00772548	0.000560996	0	0	-0.00149851	-0.00639209	0.0104336	-0.00138987	-0.00074816	0.00310295	0.00105304	0.00181546	8.88E-05	0.000825516	5.20E-05	-0.000158829	-0.000154089	0.000205143	0.00062222
user3699	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00664201	-0.013032	-0.00365079	-0.0075131	-0.000881521	0	0	-0.000636747	-0.00551958	0.00870104	-0.00212009	0.00101412	0.00533127	-0.000245545	-0.000763025	0.0011343	0.000111973	0.000251742	0.000391809	0.000118365	0.000181204	0.00128243
user3703	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00610143	-0.0111664	-0.000736	-0.00516117	-0.00158116	0	0	0.000790978	0.00257371	-0.0038123	-0.00075177	-0.000131342	-0.00115676	-0.00178063	-0.000372644	-0.00136461	0.00241752	0.00159531	0.00148585	-0.000734852	-0.000180588	-0.00121588
user3705	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00613828	-0.012052	-0.00265459	-0.0089219	0.000126811	0	0	-0.00131253	-0.00580548	0.0100418	-0.00122674	-0.000798632	0.00297679	0.00164788	0.00262477	0.00100969	0.000472658	0.000114462	-0.000531005	0.00019832	0.00137348	0.00203019
user3708	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00677009	-0.0126581	-0.00290914	-0.00920805	0.000298318	0	0	-0.00118172	-0.00659184	0.00817593	-0.00101483	-0.000546071	0.00428205	-0.000236987	-0.00030472	0.000744404	0.000798617	-0.000525818	0.000413596	3.34E-05	-0.000442038	-0.000107221
user3712	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.0069535	-0.0120985	-0.00178012	-0.00790847	0.000329477	0	0	-0.00141591	-0.00533978	0.0087741	-0.00127126	-0.000619491	0.0039197	0.00161268	0.00170966	0.00177125	0.000343675	3.86E-05	-0.000195804	0.0003098	0.00041165	0.000542317
user3717	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00688668	-0.00944853	-0.00497479	-0.0098553	0.00045158	0	0	-0.00293347	-0.0126146	0.0248991	-0.00608642	-0.00135563	-0.00561906	-0.00208208	-0.00178498	0.00338162	-0.000257203	-0.000581318	0.000208358	0.000284774	0.00127194	0.00207609
user3723	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00640932	-0.0120148	-0.00194422	-0.00636047	-0.000685517	0	0	-0.000744477	-0.00114423	0.001438	-3.28E-05	0.0019209	0.00214813	0.0013096	0.00172535	0.000426605	-0.000712508	-0.000306999	0.0015242	0.000358094	-0.000299922	0.000307828
user3732	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00672131	-0.0129807	-0.00227267	-0.00834811	-0.00076822	0	0	-0.00132018	-0.00608365	0.00810983	-0.00177228	-0.000431396	0.00325681	0.000965435	0.0012893	0.000889202	0.000271364	0.000204951	3.23E-05	-0.000127695	-0.000376394	-0.000112531
user3734	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00637215	-0.0122794	0.00148866	-0.00459113	-0.000614389	0	0	1.02E-06	0.00236168	-0.00667559	0.000993653	0.000116441	-0.000888709	0.000303135	0.000309909	-0.00167027	-0.000320413	0.000432177	-0.000731421	0.000306671	-0.000168786	-0.00113648
user3739	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00673832	-0.0121718	-0.00342073	-0.00885318	0.000611354	0	0	-0.000934496	-0.00756978	0.0110871	-0.00208751	0.000341375	0.00625059	0.00042198	8.17E-05	0.00288785	-6.81E-05	-0.000131211	0.000317042	0.000394854	-0.000260873	0.000942942
user3743	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00672292	-0.0122393	-0.00198595	-0.00831169	3.43E-05	0	0	-0.00158763	-0.00611089	0.00970549	-0.0015726	-0.000345158	0.00727279	-0.00165082	-0.00101539	0.00148921	5.05E-05	0.000554459	0.00147447	-0.000485417	0.000850672	6.19E-05
user3747	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.0067209	-0.0129291	-0.00257735	-0.00781941	-0.000403483	0	0	-0.00143663	-0.00415422	0.00563179	-0.000310568	0.000423334	0.00594619	0.00135668	0.00106984	0.000862113	-0.000657385	-0.000104246	-0.00058166	-0.000577769	0.000321467	0.000652572
user3753	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00603844	-0.0123479	-0.00231219	-0.0102563	0.000512063	0	0	-0.00191513	-0.00538103	0.00800822	-0.000896588	-0.000750832	0.00745496	0.00161266	0.00140262	0.00178447	-3.94E-05	0.00102563	0.00101617	-0.000475513	0.000536311	-0.000613784
user3763	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00683143	-0.0132438	-0.00367779	-0.0112095	4.81E-06	0	0	-0.00211448	-0.00842251	0.0139591	-0.00225091	-0.000908341	0.00687374	0.00119041	0.00194225	0.0036652	-1.47E-05	-0.000671187	-0.00180044	0.00121568	0.000589275	0.0015733
user3764	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00565751	-0.000315355	0.0152937	0.0227348	0.00596778	0	0	-0.00118667	-0.00202211	0.00236319	-0.000569189	-0.000181303	-0.00162619	0.00241647	0.00383821	0.000670071	-0.00017276	0.000335024	-2.10E-05	-0.000273867	-4.85E-05	9.43E-05
user3766	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00667603	-0.012969	-0.00309419	-0.00671591	0.000115366	0	0	-0.00139353	-0.00564865	0.00857366	-0.00152413	-0.000607929	0.00612537	0.00152387	0.0015387	0.00161224	4.12E-05	-0.0002539	-0.000494949	4.41E-05	0.000130003	0.000843326
user3772	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00639391	-0.0123339	-0.000821591	-0.0075774	-0.000282639	0	0	-0.000685761	-0.00183595	0.00288786	-5.45E-05	2.86E-05	0.00386384	-0.000497122	-0.000873063	0.00111338	0.000151237	5.02E-05	-0.000484205	0.000986449	5.46E-06	0.00133859
user3773	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00674888	-0.0126995	-0.00161649	-0.00980268	-6.51E-05	0	0	-0.00102111	-0.00564072	0.00847966	-0.00101171	-0.000138658	0.00543578	0.00063015	0.00174436	0.00105215	-0.000576892	-0.000678081	0.000921819	-0.000354024	0.000728602	-0.000213186
user3775	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.0043351	-0.00450607	-0.0101243	-0.00351491	-0.000280121	0	0	6.09E-05	7.27E-05	-0.000531641	0.00109827	0.000913636	0.00578337	0.00220626	0.00382974	0.00407061	-0.00169337	-0.000384133	0.00030879	0.00277851	-0.000158324	-0.000204118
user3779	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00679947	-0.0124846	-0.00215228	-0.00751428	0.000104214	0	0	-0.001446	-0.00482153	0.00737116	-0.00172048	-0.000169539	0.00430574	0.00063505	2.75E-05	0.00197771	1.67E-05	0.00100734	-0.000688614	0.000493781	-0.000120246	0.000369405
user3780	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00662409	-0.0123695	-0.00297683	-0.0079547	-0.000185967	0	0	-0.00098343	-0.00499029	0.00704908	-0.0020181	0.00142348	0.00311664	0.000499972	0.0012228	0.00112472	0.000280789	-0.000446081	5.60E-05	-0.000430661	8.74E-05	0.00092005
user3791	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00671515	-0.0132137	-0.00271334	-0.00830839	0.00014901	0	0	-0.00164117	-0.00548125	0.00795401	-0.00121356	0.0004463	0.00521949	0.00157485	0.0017844	0.00147228	0.000429981	-0.000142318	-0.00093025	0.000569991	0.000599368	0.000178672
user3795	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00696782	-0.0128487	-0.0019864	-0.00957487	-0.000468144	0	0	-0.0020726	-0.00856563	0.0127208	-0.00273604	-0.000301616	0.00368902	5.12E-05	0.000721977	0.00256905	-9.06E-05	-0.000852246	-0.00132283	-0.000236414	0.000254251	0.00142926
user3797	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00640053	-0.013269	-0.00338258	-0.00889561	-8.94E-05	0	0	-0.0015885	-0.00567301	0.00959638	-0.0019742	-0.000976363	0.00846344	0.00104197	0.00155573	0.0023491	0.000625468	0.00081413	-0.000666622	0.000498142	0.000320724	0.00157596
user3798	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00664179	-0.012681	-0.00148146	-0.00795041	0.000229852	0	0	-0.00163786	-0.00549362	0.00799709	-0.000812484	0.000343919	0.00373494	0.00108115	0.00161387	0.0018513	-0.000288677	-0.000377952	0.000155289	-0.000300155	0.000473168	0.000334281
user3811	Unknown	Unknown	OpenSNP/23andme	OPENSNP	-0.00642901	-0.0119587	-0.00121668	-0.00759061	-0.00096407	0	0	-0.000443343	-0.00325596	0.00323882	0.000141383	-0.000642843	0.00515688	0.00052091	0.000533313	-0.000893793	-0.00102757	7.71E-05	-0.00050962	0.000186892	-0.000112285	0.00165379
